Id,bySelf,companyID,corporateTariffCode,frequentFlyer,nationality,isAccess3D,isVip,legs0_arrivalAt,legs0_departureAt,legs0_duration,legs0_segments0_aircraft_code,legs0_segments0_arrivalTo_airport_city_iata,legs0_segments0_arrivalTo_airport_iata,legs0_segments0_baggageAllowance_quantity,legs0_segments0_baggageAllowance_weightMeasurementType,legs0_segments0_cabinClass,legs0_segments0_departureFrom_airport_iata,legs0_segments0_duration,legs0_segments0_flightNumber,legs0_segments0_marketingCarrier_code,legs0_segments0_operatingCarrier_code,legs0_segments0_seatsAvailable,legs0_segments1_aircraft_code,legs0_segments1_arrivalTo_airport_city_iata,legs0_segments1_arrivalTo_airport_iata,legs0_segments1_baggageAllowance_quantity,legs0_segments1_baggageAllowance_weightMeasurementType,legs0_segments1_cabinClass,legs0_segments1_departureFrom_airport_iata,legs0_segments1_duration,legs0_segments1_flightNumber,legs0_segments1_marketingCarrier_code,legs0_segments1_operatingCarrier_code,legs0_segments1_seatsAvailable,legs0_segments2_aircraft_code,legs0_segments2_arrivalTo_airport_city_iata,legs0_segments2_arrivalTo_airport_iata,legs0_segments2_baggageAllowance_quantity,legs0_segments2_baggageAllowance_weightMeasurementType,legs0_segments2_cabinClass,legs0_segments2_departureFrom_airport_iata,legs0_segments2_duration,legs0_segments2_flightNumber,legs0_segments2_marketingCarrier_code,legs0_segments2_operatingCarrier_code,legs0_segments2_seatsAvailable,legs0_segments3_aircraft_code,legs0_segments3_arrivalTo_airport_city_iata,legs0_segments3_arrivalTo_airport_iata,legs0_segments3_baggageAllowance_quantity,legs0_segments3_baggageAllowance_weightMeasurementType,legs0_segments3_cabinClass,legs0_segments3_departureFrom_airport_iata,legs0_segments3_duration,legs0_segments3_flightNumber,legs0_segments3_marketingCarrier_code,legs0_segments3_operatingCarrier_code,legs0_segments3_seatsAvailable,legs1_arrivalAt,legs1_departureAt,legs1_duration,legs1_segments0_aircraft_code,legs1_segments0_arrivalTo_airport_city_iata,legs1_segments0_arrivalTo_airport_iata,legs1_segments0_baggageAllowance_quantity,legs1_segments0_baggageAllowance_weightMeasurementType,legs1_segments0_cabinClass,legs1_segments0_departureFrom_airport_iata,legs1_segments0_duration,legs1_segments0_flightNumber,legs1_segments0_marketingCarrier_code,legs1_segments0_operatingCarrier_code,legs1_segments0_seatsAvailable,legs1_segments1_aircraft_code,legs1_segments1_arrivalTo_airport_city_iata,legs1_segments1_arrivalTo_airport_iata,legs1_segments1_baggageAllowance_quantity,legs1_segments1_baggageAllowance_weightMeasurementType,legs1_segments1_cabinClass,legs1_segments1_departureFrom_airport_iata,legs1_segments1_duration,legs1_segments1_flightNumber,legs1_segments1_marketingCarrier_code,legs1_segments1_operatingCarrier_code,legs1_segments1_seatsAvailable,legs1_segments2_aircraft_code,legs1_segments2_arrivalTo_airport_city_iata,legs1_segments2_arrivalTo_airport_iata,legs1_segments2_baggageAllowance_quantity,legs1_segments2_baggageAllowance_weightMeasurementType,legs1_segments2_cabinClass,legs1_segments2_departureFrom_airport_iata,legs1_segments2_duration,legs1_segments2_flightNumber,legs1_segments2_marketingCarrier_code,legs1_segments2_operatingCarrier_code,legs1_segments2_seatsAvailable,legs1_segments3_aircraft_code,legs1_segments3_arrivalTo_airport_city_iata,legs1_segments3_arrivalTo_airport_iata,legs1_segments3_baggageAllowance_quantity,legs1_segments3_baggageAllowance_weightMeasurementType,legs1_segments3_cabinClass,legs1_segments3_departureFrom_airport_iata,legs1_segments3_duration,legs1_segments3_flightNumber,legs1_segments3_marketingCarrier_code,legs1_segments3_operatingCarrier_code,legs1_segments3_seatsAvailable,miniRules0_monetaryAmount,miniRules0_percentage,miniRules0_statusInfos,miniRules1_monetaryAmount,miniRules1_percentage,miniRules1_statusInfos,pricingInfo_isAccessTP,pricingInfo_passengerCount,profileId,ranker_id,requestDate,searchRoute,sex,taxes,totalPrice,selected,__index_level_0__
10,true,57323,,S7/SU/UT,36,false,false,2024-06-15T17:20:00,2024-06-15T09:25:00,09:55:00,E70,OVB,OVB,1.0,0.0,1.0,TLK,02:50:00,5358,S7,S7,4.0,E70,KJA,KJA,1.0,0.0,1.0,OVB,01:20:00,5323,S7,S7,4.0,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-10T08:30:00,2024-07-09T22:05:00,08:25:00,E70,OVB,OVB,1.0,0.0,1.0,KJA,01:25:00,5338,S7,S7,9.0,E70,TLK,TLK,1.0,0.0,1.0,OVB,02:40:00,5357,S7,S7,9.0,,,,,,,,,,,,,,,,,,,,,,,,,2300.0,,1.0,3500.0,,1.0,1.0,1,2087645,98ce0dabf6964640b63079fbafd42cbe,2024-05-17 03:03:08,TLKKJA/KJATLK,true,2240.0,53695.0,0,10
11,true,57323,123,S7/SU/UT,36,true,false,2024-06-15T17:20:00,2024-06-15T09:25:00,09:55:00,E70,OVB,OVB,1.0,0.0,1.0,TLK,02:50:00,5358,S7,S7,4.0,E70,KJA,KJA,1.0,0.0,1.0,OVB,01:20:00,5323,S7,S7,4.0,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-10T08:30:00,2024-07-09T22:05:00,08:25:00,E70,OVB,OVB,1.0,0.0,1.0,KJA,01:25:00,5338,S7,S7,9.0,E70,TLK,TLK,1.0,0.0,1.0,OVB,02:40:00,5357,S7,S7,9.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,0.0,,1.0,1.0,1,2087645,98ce0dabf6964640b63079fbafd42cbe,2024-05-17 03:03:08,TLKKJA/KJATLK,true,2240.0,81880.0,0,11
12,true,57323,,S7/SU/UT,36,false,false,2024-06-15T17:20:00,2024-06-15T09:25:00,09:55:00,E70,OVB,OVB,1.0,0.0,1.0,TLK,02:50:00,5358,S7,S7,4.0,E70,KJA,KJA,1.0,0.0,1.0,OVB,01:20:00,5323,S7,S7,4.0,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-10T08:30:00,2024-07-09T22:05:00,08:25:00,E70,OVB,OVB,1.0,0.0,1.0,KJA,01:25:00,5338,S7,S7,9.0,E70,TLK,TLK,1.0,0.0,1.0,OVB,02:40:00,5357,S7,S7,9.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,0.0,,1.0,1.0,1,2087645,98ce0dabf6964640b63079fbafd42cbe,2024-05-17 03:03:08,TLKKJA/KJATLK,true,2240.0,86070.0,0,12
13,true,57323,123,S7/SU/UT,36,true,false,2024-06-15T14:50:00,2024-06-15T09:25:00,07:25:00,E70,OVB,OVB,1.0,0.0,1.0,TLK,02:50:00,5358,S7,S7,4.0,E70,KJA,KJA,1.0,0.0,1.0,OVB,01:20:00,5311,S7,S7,4.0,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-10T08:30:00,2024-07-09T17:55:00,12:35:00,E70,OVB,OVB,1.0,0.0,1.0,KJA,01:25:00,5324,S7,S7,9.0,E70,TLK,TLK,1.0,0.0,1.0,OVB,02:40:00,5357,S7,S7,9.0,,,,,,,,,,,,,,,,,,,,,,,,,2300.0,,1.0,3500.0,,1.0,1.0,1,2087645,98ce0dabf6964640b63079fbafd42cbe,2024-05-17 03:03:08,TLKKJA/KJATLK,true,2240.0,51125.0,0,13
14,true,57323,,S7/SU/UT,36,false,false,2024-06-15T14:50:00,2024-06-15T09:25:00,07:25:00,E70,OVB,OVB,1.0,0.0,1.0,TLK,02:50:00,5358,S7,S7,4.0,E70,KJA,KJA,1.0,0.0,1.0,OVB,01:20:00,5311,S7,S7,4.0,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-10T08:30:00,2024-07-09T17:55:00,12:35:00,E70,OVB,OVB,1.0,0.0,1.0,KJA,01:25:00,5324,S7,S7,9.0,E70,TLK,TLK,1.0,0.0,1.0,OVB,02:40:00,5357,S7,S7,9.0,,,,,,,,,,,,,,,,,,,,,,,,,2300.0,,1.0,3500.0,,1.0,1.0,1,2087645,98ce0dabf6964640b63079fbafd42cbe,2024-05-17 03:03:08,TLKKJA/KJATLK,true,2240.0,53695.0,0,14
15,true,57323,123,S7/SU/UT,36,true,false,2024-06-15T14:50:00,2024-06-15T09:25:00,07:25:00,E70,OVB,OVB,1.0,0.0,1.0,TLK,02:50:00,5358,S7,S7,4.0,E70,KJA,KJA,1.0,0.0,1.0,OVB,01:20:00,5311,S7,S7,4.0,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-10T08:30:00,2024-07-09T17:55:00,12:35:00,E70,OVB,OVB,1.0,0.0,1.0,KJA,01:25:00,5324,S7,S7,9.0,E70,TLK,TLK,1.0,0.0,1.0,OVB,02:40:00,5357,S7,S7,9.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,0.0,,1.0,1.0,1,2087645,98ce0dabf6964640b63079fbafd42cbe,2024-05-17 03:03:08,TLKKJA/KJATLK,true,2240.0,81880.0,0,15
16,true,57323,,S7/SU/UT,36,false,false,2024-06-15T14:50:00,2024-06-15T09:25:00,07:25:00,E70,OVB,OVB,1.0,0.0,1.0,TLK,02:50:00,5358,S7,S7,4.0,E70,KJA,KJA,1.0,0.0,1.0,OVB,01:20:00,5311,S7,S7,4.0,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-10T08:30:00,2024-07-09T17:55:00,12:35:00,E70,OVB,OVB,1.0,0.0,1.0,KJA,01:25:00,5324,S7,S7,9.0,E70,TLK,TLK,1.0,0.0,1.0,OVB,02:40:00,5357,S7,S7,9.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,0.0,,1.0,1.0,1,2087645,98ce0dabf6964640b63079fbafd42cbe,2024-05-17 03:03:08,TLKKJA/KJATLK,true,2240.0,86070.0,0,16
17,true,57323,123,S7/SU/UT,36,true,false,2024-06-15T17:20:00,2024-06-15T09:25:00,09:55:00,E70,OVB,OVB,1.0,0.0,1.0,TLK,02:50:00,5358,S7,S7,4.0,E70,KJA,KJA,1.0,0.0,1.0,OVB,01:20:00,5323,S7,S7,4.0,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-10T08:30:00,2024-07-09T19:35:00,10:55:00,E70,OVB,OVB,1.0,0.0,1.0,KJA,01:25:00,5308,S7,S7,9.0,E70,TLK,TLK,1.0,0.0,1.0,OVB,02:40:00,5357,S7,S7,9.0,,,,,,,,,,,,,,,,,,,,,,,,,2300.0,,1.0,3500.0,,1.0,1.0,1,2087645,98ce0dabf6964640b63079fbafd42cbe,2024-05-17 03:03:08,TLKKJA/KJATLK,true,2240.0,51125.0,0,17
18,true,57323,,S7/SU/UT,36,false,false,2024-06-15T17:20:00,2024-06-15T09:25:00,09:55:00,E70,OVB,OVB,1.0,0.0,1.0,TLK,02:50:00,5358,S7,S7,4.0,E70,KJA,KJA,1.0,0.0,1.0,OVB,01:20:00,5323,S7,S7,4.0,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-10T08:30:00,2024-07-09T19:35:00,10:55:00,E70,OVB,OVB,1.0,0.0,1.0,KJA,01:25:00,5308,S7,S7,9.0,E70,TLK,TLK,1.0,0.0,1.0,OVB,02:40:00,5357,S7,S7,9.0,,,,,,,,,,,,,,,,,,,,,,,,,2300.0,,1.0,3500.0,,1.0,1.0,1,2087645,98ce0dabf6964640b63079fbafd42cbe,2024-05-17 03:03:08,TLKKJA/KJATLK,true,2240.0,53695.0,0,18
19,true,57323,123,S7/SU/UT,36,true,false,2024-06-15T17:20:00,2024-06-15T09:25:00,09:55:00,E70,OVB,OVB,1.0,0.0,1.0,TLK,02:50:00,5358,S7,S7,4.0,E70,KJA,KJA,1.0,0.0,1.0,OVB,01:20:00,5323,S7,S7,4.0,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-10T08:30:00,2024-07-09T19:35:00,10:55:00,E70,OVB,OVB,1.0,0.0,1.0,KJA,01:25:00,5308,S7,S7,9.0,E70,TLK,TLK,1.0,0.0,1.0,OVB,02:40:00,5357,S7,S7,9.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,0.0,,1.0,1.0,1,2087645,98ce0dabf6964640b63079fbafd42cbe,2024-05-17 03:03:08,TLKKJA/KJATLK,true,2240.0,81880.0,0,19
20,true,57323,,S7/SU/UT,36,false,false,2024-06-15T17:20:00,2024-06-15T09:25:00,09:55:00,E70,OVB,OVB,1.0,0.0,1.0,TLK,02:50:00,5358,S7,S7,4.0,E70,KJA,KJA,1.0,0.0,1.0,OVB,01:20:00,5323,S7,S7,4.0,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-10T08:30:00,2024-07-09T19:35:00,10:55:00,E70,OVB,OVB,1.0,0.0,1.0,KJA,01:25:00,5308,S7,S7,9.0,E70,TLK,TLK,1.0,0.0,1.0,OVB,02:40:00,5357,S7,S7,9.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,0.0,,1.0,1.0,1,2087645,98ce0dabf6964640b63079fbafd42cbe,2024-05-17 03:03:08,TLKKJA/KJATLK,true,2240.0,86070.0,0,20
21,true,57323,123,S7/SU/UT,36,true,false,2024-06-15T17:20:00,2024-06-15T09:25:00,09:55:00,E70,OVB,OVB,1.0,0.0,1.0,TLK,02:50:00,5358,S7,S7,4.0,E70,KJA,KJA,1.0,0.0,1.0,OVB,01:20:00,5323,S7,S7,4.0,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-10T08:30:00,2024-07-09T17:55:00,12:35:00,E70,OVB,OVB,1.0,0.0,1.0,KJA,01:25:00,5324,S7,S7,9.0,E70,TLK,TLK,1.0,0.0,1.0,OVB,02:40:00,5357,S7,S7,9.0,,,,,,,,,,,,,,,,,,,,,,,,,2300.0,,1.0,3500.0,,1.0,1.0,1,2087645,98ce0dabf6964640b63079fbafd42cbe,2024-05-17 03:03:08,TLKKJA/KJATLK,true,2240.0,51125.0,0,21
22,true,57323,,S7/SU/UT,36,false,false,2024-06-15T17:20:00,2024-06-15T09:25:00,09:55:00,E70,OVB,OVB,1.0,0.0,1.0,TLK,02:50:00,5358,S7,S7,4.0,E70,KJA,KJA,1.0,0.0,1.0,OVB,01:20:00,5323,S7,S7,4.0,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-10T08:30:00,2024-07-09T17:55:00,12:35:00,E70,OVB,OVB,1.0,0.0,1.0,KJA,01:25:00,5324,S7,S7,9.0,E70,TLK,TLK,1.0,0.0,1.0,OVB,02:40:00,5357,S7,S7,9.0,,,,,,,,,,,,,,,,,,,,,,,,,2300.0,,1.0,3500.0,,1.0,1.0,1,2087645,98ce0dabf6964640b63079fbafd42cbe,2024-05-17 03:03:08,TLKKJA/KJATLK,true,2240.0,53695.0,0,22
23,true,57323,123,S7/SU/UT,36,true,false,2024-06-15T17:20:00,2024-06-15T09:25:00,09:55:00,E70,OVB,OVB,1.0,0.0,1.0,TLK,02:50:00,5358,S7,S7,4.0,E70,KJA,KJA,1.0,0.0,1.0,OVB,01:20:00,5323,S7,S7,4.0,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-10T08:30:00,2024-07-09T17:55:00,12:35:00,E70,OVB,OVB,1.0,0.0,1.0,KJA,01:25:00,5324,S7,S7,9.0,E70,TLK,TLK,1.0,0.0,1.0,OVB,02:40:00,5357,S7,S7,9.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,0.0,,1.0,1.0,1,2087645,98ce0dabf6964640b63079fbafd42cbe,2024-05-17 03:03:08,TLKKJA/KJATLK,true,2240.0,81880.0,0,23
