user_id,item_id,rating,date
33747,26058,4,6/14/2002 0:00
24704,18569,3,6/14/2002 0:00
37640,24760,4,6/17/2002 0:00
41624,25650,4,6/17/2002 0:00
24995,28213,3,6/17/2002 0:00
44174,16740,5,6/20/2002 0:00
41525,26174,4,6/20/2002 0:00
41525,29195,4,6/20/2002 0:00
4657,29809,5,6/20/2002 0:00
45568,8018,5,6/21/2002 0:00
45739,526,5,6/22/2002 0:00
41487,7497,4,6/24/2002 0:00
41624,20332,4,6/24/2002 0:00
37077,27282,4,6/26/2002 0:00
13029,29313,4,6/26/2002 0:00
12118,31376,5,6/27/2002 0:00
39636,29726,5,6/29/2002 0:00
34384,31670,4,6/30/2002 0:00
46731,4771,4,7/1/2002 0:00
38273,26266,4,7/2/2002 0:00
46513,31845,5,7/4/2002 0:00
34173,32255,5,7/4/2002 0:00
30911,19029,5,7/5/2002 0:00
47230,16724,4,7/5/2002 0:00
34173,13365,5,7/5/2002 0:00
15851,28732,5,7/5/2002 0:00
24296,31323,4,7/7/2002 0:00
26041,24396,5,7/7/2002 0:00
42822,21354,4,7/7/2002 0:00
41560,32432,4,7/8/2002 0:00
13924,11891,5,7/8/2002 0:00
36890,29444,5,7/10/2002 0:00
25512,10621,3,7/11/2002 0:00
27395,13634,5,7/14/2002 0:00
48393,2739,3,7/14/2002 0:00
34150,33268,0,7/14/2002 0:00
6164,33955,0,7/14/2002 0:00
44647,15331,5,7/16/2002 0:00
44647,5381,5,7/16/2002 0:00
49869,7074,4,7/23/2002 0:00
22468,28270,4,7/24/2002 0:00
46861,18968,5,7/25/2002 0:00
46861,13049,4,7/25/2002 0:00
14042,23771,5,7/25/2002 0:00
2595,34114,5,7/25/2002 0:00
43846,29825,4,7/25/2002 0:00
27381,9966,4,7/25/2002 0:00
38185,25073,4,7/25/2002 0:00
41477,29717,4,7/26/2002 0:00
15712,33103,4,7/26/2002 0:00
39329,34456,5,7/28/2002 0:00
39329,34194,5,7/28/2002 0:00
1533,33491,5,7/28/2002 0:00
32323,10975,1,7/29/2002 0:00
30640,33903,4,7/29/2002 0:00
31261,28842,5,7/30/2002 0:00
50977,35754,4,8/2/2002 0:00
20214,27346,3,8/5/2002 0:00
39907,31017,5,8/5/2002 0:00
42023,27412,3,8/5/2002 0:00
43135,8245,5,8/5/2002 0:00
51475,13956,0,8/6/2002 0:00
49214,33407,3,8/7/2002 0:00
15492,15902,5,8/12/2002 0:00
51475,36551,5,8/12/2002 0:00
16667,36286,1,8/12/2002 0:00
37275,32207,5,8/12/2002 0:00
51510,17351,4,8/12/2002 0:00
42635,36572,5,8/12/2002 0:00
51881,15541,5,8/13/2002 0:00
43005,24206,4,8/13/2002 0:00
41831,34967,5,8/14/2002 0:00
39277,34458,5,8/15/2002 0:00
37584,28227,0,8/16/2002 0:00
39389,36835,4,8/16/2002 0:00
52424,37287,4,8/19/2002 0:00
43846,35703,5,8/19/2002 0:00
5743,35916,4,8/19/2002 0:00
30200,36846,0,8/19/2002 0:00
25784,24416,3,8/19/2002 0:00
52306,29498,5,8/19/2002 0:00
52525,37443,2,8/19/2002 0:00
24077,19182,4,8/20/2002 0:00
42023,24759,5,8/20/2002 0:00
51664,36888,5,8/20/2002 0:00
44684,35983,4,8/21/2002 0:00
52528,36900,5,8/21/2002 0:00
41874,9537,4,8/23/2002 0:00
27711,10003,5,8/23/2002 0:00
30716,23604,5,8/23/2002 0:00
49360,34793,5,8/23/2002 0:00
20371,36892,5,8/25/2002 0:00
30340,36913,5,8/26/2002 0:00
51664,3047,0,8/28/2002 0:00
39733,17313,5,8/29/2002 0:00
41874,23422,4,8/30/2002 0:00
29152,32863,5,9/2/2002 0:00
30740,38636,2,9/2/2002 0:00
53868,20253,3,9/2/2002 0:00
40493,27776,4,9/2/2002 0:00
54000,31485,4,9/3/2002 0:00
29997,10621,4,9/3/2002 0:00
54016,10877,0,9/9/2002 0:00
43654,36286,5,9/9/2002 0:00
2555,16347,0,9/9/2002 0:00
54440,13956,4,9/9/2002 0:00
21841,33059,0,9/9/2002 0:00
50649,38606,4,9/10/2002 0:00
54048,37759,5,9/12/2002 0:00
54048,22078,5,9/12/2002 0:00
49214,31603,3,9/12/2002 0:00
51546,39831,5,9/12/2002 0:00
38185,26274,5,9/15/2002 0:00
29029,34596,5,9/15/2002 0:00
29029,38489,4,9/15/2002 0:00
30789,32257,5,9/15/2002 0:00
55128,36288,2,9/15/2002 0:00
30651,4309,4,9/16/2002 0:00
50605,32822,5,9/17/2002 0:00
52663,8480,4,9/17/2002 0:00
45568,35556,4,9/20/2002 0:00
34276,26438,0,9/20/2002 0:00
55017,28343,5,9/20/2002 0:00
29754,18946,0,9/20/2002 0:00
55726,38508,5,9/23/2002 0:00
29152,32251,4,9/23/2002 0:00
55393,19850,5,9/23/2002 0:00
14823,32875,4,9/23/2002 0:00
28239,27634,5,9/26/2002 0:00
49361,10515,1,9/26/2002 0:00
51891,20812,4,9/26/2002 0:00
56149,32982,5,9/26/2002 0:00
56149,38571,5,9/26/2002 0:00
55141,22514,5,9/27/2002 0:00
54827,23562,4,9/27/2002 0:00
52663,28908,4,9/27/2002 0:00
44372,39888,5,9/28/2002 0:00
55274,40522,0,9/28/2002 0:00
15572,15371,4,9/29/2002 0:00
55450,36162,5,9/29/2002 0:00
15572,14905,4,9/29/2002 0:00
51527,15022,5,9/30/2002 0:00
47649,31086,5,9/30/2002 0:00
56420,7527,0,9/30/2002 0:00
56535,35729,5,10/1/2002 0:00
40493,34580,4,10/1/2002 0:00
55780,41667,0,10/1/2002 0:00
53366,41306,0,10/2/2002 0:00
49152,41327,2,10/2/2002 0:00
9748,32509,5,10/3/2002 0:00
40560,41307,4,10/3/2002 0:00
11368,41525,5,10/5/2002 0:00
15718,40239,1,10/6/2002 0:00
51633,30321,0,10/6/2002 0:00
41177,41161,5,10/6/2002 0:00
13736,36368,5,10/6/2002 0:00
56130,24193,5,10/8/2002 0:00
35617,38606,3,10/8/2002 0:00
35848,27510,4,10/8/2002 0:00
30551,42211,5,10/8/2002 0:00
56211,41081,4,10/9/2002 0:00
14987,15113,0,10/9/2002 0:00
52640,9908,5,10/10/2002 0:00
35268,16410,5,10/11/2002 0:00
53833,31982,5,10/13/2002 0:00
34663,42039,5,10/14/2002 0:00
55974,8222,5,10/14/2002 0:00
55974,23464,5,10/14/2002 0:00
49542,30822,4,10/14/2002 0:00
57589,18638,5,10/14/2002 0:00
54753,16019,4,10/15/2002 0:00
25017,43099,4,10/16/2002 0:00
30886,13403,3,10/17/2002 0:00
42822,25073,4,10/19/2002 0:00
55461,41612,5,10/19/2002 0:00
45820,24759,5,10/19/2002 0:00
39843,21808,3,10/20/2002 0:00
55647,43646,3,10/22/2002 0:00
58404,20276,4,10/23/2002 0:00
50555,21207,5,10/23/2002 0:00
49588,21093,4,10/23/2002 0:00
53071,18789,4,10/24/2002 0:00
57765,36537,4,10/25/2002 0:00
9748,34464,5,10/25/2002 0:00
54191,41470,5,10/26/2002 0:00
53378,24319,5,10/27/2002 0:00
46786,1141,3,10/28/2002 0:00
47230,41327,5,10/29/2002 0:00
59099,28039,4,10/29/2002 0:00
38766,44252,4,10/29/2002 0:00
25026,21524,4,10/30/2002 0:00
59437,20055,5,11/1/2002 0:00
53833,41327,5,11/4/2002 0:00
54440,44962,4,11/4/2002 0:00
8526,17675,5,11/5/2002 0:00
52381,45325,5,11/5/2002 0:00
55441,8583,5,11/5/2002 0:00
23199,44068,3,11/6/2002 0:00
18551,31406,4,11/6/2002 0:00
58446,11017,0,11/7/2002 0:00
29410,14512,5,11/8/2002 0:00
54996,43646,4,11/9/2002 0:00
56970,7252,4,11/9/2002 0:00
60385,27566,5,11/10/2002 0:00
51527,30228,5,11/11/2002 0:00
59365,45138,3,11/11/2002 0:00
60172,40630,5,11/11/2002 0:00
60639,39800,5,11/12/2002 0:00
42217,27689,3,11/14/2002 0:00
46759,19850,5,11/15/2002 0:00
13063,44285,4,11/15/2002 0:00
60694,42919,4,11/16/2002 0:00
61143,33765,5,11/16/2002 0:00
42361,19325,4,11/16/2002 0:00
39864,45138,4,11/17/2002 0:00
61247,7405,0,11/18/2002 0:00
56180,12751,4,11/18/2002 0:00
4601,45041,5,11/18/2002 0:00
28442,46792,5,11/20/2002 0:00
34146,44043,5,11/24/2002 0:00
57505,47013,5,11/24/2002 0:00
34795,9224,5,11/26/2002 0:00
56911,43156,5,11/26/2002 0:00
56911,35225,5,11/26/2002 0:00
10649,21354,5,11/26/2002 0:00
9679,21140,5,11/27/2002 0:00
40047,47055,5,11/27/2002 0:00
58925,45463,4,11/28/2002 0:00
36532,45900,4,11/30/2002 0:00
54996,34654,5,12/3/2002 0:00
56450,16985,5,12/3/2002 0:00
49268,38141,5,12/4/2002 0:00
42661,42778,5,12/4/2002 0:00
37036,44103,5,12/5/2002 0:00
35794,30551,4,12/6/2002 0:00
63498,45770,5,12/7/2002 0:00
49561,14129,0,12/11/2002 0:00
52228,48079,5,12/11/2002 0:00
60222,46500,5,12/11/2002 0:00
55785,20405,5,12/11/2002 0:00
64076,5397,5,12/12/2002 0:00
62760,4696,2,12/13/2002 0:00
64354,33636,4,12/15/2002 0:00
26399,45821,0,12/15/2002 0:00
56201,47013,5,12/15/2002 0:00
24677,15602,5,12/17/2002 0:00
51878,42243,5,12/17/2002 0:00
24677,45498,4,12/17/2002 0:00
41441,42549,5,12/17/2002 0:00
63691,48777,5,12/19/2002 0:00
46455,48510,4,12/19/2002 0:00
53143,16744,4,12/20/2002 0:00
59969,49192,1,12/20/2002 0:00
63573,47876,5,12/22/2002 0:00
57828,12535,4,12/22/2002 0:00
30911,21484,5,12/23/2002 0:00
20371,14365,5,12/23/2002 0:00
16255,9281,5,12/23/2002 0:00
63935,4305,4,12/23/2002 0:00
21034,47013,5,12/24/2002 0:00
45902,8871,5,12/25/2002 0:00
51797,46409,5,12/26/2002 0:00
35439,21393,5,12/27/2002 0:00
16777,30268,3,12/27/2002 0:00
51579,43153,5,12/27/2002 0:00
26794,17205,4,12/28/2002 0:00
49312,28874,5,12/28/2002 0:00
35959,48499,5,12/28/2002 0:00
28168,49489,5,12/28/2002 0:00
37183,48993,5,12/29/2002 0:00
30193,25951,0,12/29/2002 0:00
54041,47183,4,12/30/2002 0:00
31525,26952,3,1/2/2003 0:00
10951,48812,0,1/2/2003 0:00
31232,33901,5,1/3/2003 0:00
32581,9255,4,1/3/2003 0:00
55137,46334,4,1/4/2003 0:00
30640,3485,5,1/5/2003 0:00
54437,46617,5,1/6/2003 0:00
64032,45542,5,1/6/2003 0:00
64412,46979,5,1/7/2003 0:00
64434,48920,5,1/7/2003 0:00
67344,50456,5,1/8/2003 0:00
25442,32942,3,1/9/2003 0:00
65994,27239,3,1/10/2003 0:00
56353,48632,5,1/12/2003 0:00
25835,7762,4,1/12/2003 0:00
56447,26302,5,1/13/2003 0:00
31232,35667,5,1/13/2003 0:00
49360,44856,5,1/13/2003 0:00
12330,40223,5,1/14/2003 0:00
53143,17161,3,1/15/2003 0:00
49152,47547,5,1/15/2003 0:00
66180,40137,5,1/15/2003 0:00
42217,11102,5,1/16/2003 0:00
27475,39075,0,1/17/2003 0:00
58619,51581,5,1/19/2003 0:00
29300,41720,5,1/20/2003 0:00
59737,49489,5,1/20/2003 0:00
45001,32801,5,1/20/2003 0:00
68942,44856,5,1/22/2003 0:00
55818,45866,5,1/23/2003 0:00
68207,25382,4,1/23/2003 0:00
45566,25214,5,1/25/2003 0:00
49937,50735,3,1/25/2003 0:00
55137,52187,4,1/26/2003 0:00
58656,48715,5,1/26/2003 0:00
55977,34254,4,1/27/2003 0:00
61121,51379,3,1/27/2003 0:00
62886,25428,5,1/27/2003 0:00
62886,40287,4,1/27/2003 0:00
34272,45241,5,1/27/2003 0:00
53495,40360,5,1/28/2003 0:00
69662,33818,4,1/28/2003 0:00
58989,27059,3,1/28/2003 0:00
69662,1018,5,1/28/2003 0:00
68236,52157,2,1/28/2003 0:00
33254,10019,5,1/29/2003 0:00
12330,51916,4,1/30/2003 0:00
27629,8532,4,1/30/2003 0:00
54325,35895,4,1/31/2003 0:00
26584,38826,3,1/31/2003 0:00
59969,7272,5,2/2/2003 0:00
68482,50382,5,2/2/2003 0:00
70214,16516,5,2/2/2003 0:00
62086,28169,3,2/3/2003 0:00
16459,52076,4,2/3/2003 0:00
67646,41242,5,2/4/2003 0:00
36177,35913,4,2/4/2003 0:00
64508,50655,4,2/6/2003 0:00
50411,49982,5,2/6/2003 0:00
36079,52256,3,2/8/2003 0:00
71197,52571,5,2/8/2003 0:00
45524,34967,5,2/9/2003 0:00
40959,45694,4,2/9/2003 0:00
69752,23882,4,2/9/2003 0:00
41978,49615,5,2/10/2003 0:00
55690,45264,5,2/10/2003 0:00
37513,47830,4,2/10/2003 0:00
71605,38542,5,2/10/2003 0:00
52283,53754,5,2/11/2003 0:00
6357,51255,5,2/11/2003 0:00
56593,6949,5,2/12/2003 0:00
26278,53719,5,2/12/2003 0:00
29518,36977,5,2/13/2003 0:00
7308,32109,0,2/13/2003 0:00
49219,21800,5,2/14/2003 0:00
72179,40485,3,2/14/2003 0:00
26127,8102,5,2/15/2003 0:00
37275,17474,5,2/15/2003 0:00
57765,41723,4,2/16/2003 0:00
59886,52810,3,2/16/2003 0:00
61204,7342,5,2/16/2003 0:00
57831,49439,4,2/17/2003 0:00
68784,4306,4,2/18/2003 0:00
35193,16743,5,2/20/2003 0:00
68613,33888,5,2/20/2003 0:00
33747,54356,4,2/20/2003 0:00
71474,54460,0,2/22/2003 0:00
59199,23507,3,2/23/2003 0:00
53510,54367,5,2/24/2003 0:00
2525,13134,0,2/24/2003 0:00
66161,6468,5,2/24/2003 0:00
61493,51704,3,2/24/2003 0:00
67594,54021,4,2/24/2003 0:00
48612,4256,5,2/24/2003 0:00
31803,15172,5,2/25/2003 0:00
44160,22802,5,2/25/2003 0:00
48136,17198,3,2/25/2003 0:00
27911,17220,5,2/26/2003 0:00
18660,53368,5,2/26/2003 0:00
40533,52731,4,2/27/2003 0:00
32795,52579,2,2/27/2003 0:00
32795,54864,4,2/27/2003 0:00
69159,54721,5,2/28/2003 0:00
6923,52079,4,2/28/2003 0:00
56447,54491,5,3/3/2003 0:00
37077,24923,5,3/3/2003 0:00
12129,51866,4,3/3/2003 0:00
30193,50388,5,3/6/2003 0:00
41201,37506,5,3/6/2003 0:00
30594,37506,5,3/6/2003 0:00
38260,38314,5,3/7/2003 0:00
75728,10892,5,3/7/2003 0:00
23581,51090,5,3/7/2003 0:00
64682,50636,5,3/8/2003 0:00
20214,52467,4,3/8/2003 0:00
71197,45542,5,3/9/2003 0:00
48421,24346,4,3/11/2003 0:00
42470,52566,4,3/11/2003 0:00
57219,49435,5,3/12/2003 0:00
9580,48071,5,3/13/2003 0:00
29166,53268,5,3/13/2003 0:00
25792,48394,5,3/14/2003 0:00
50555,32982,5,3/14/2003 0:00
60646,51094,5,3/15/2003 0:00
39992,49894,5,3/16/2003 0:00
51257,24749,5,3/16/2003 0:00
63498,50591,5,3/16/2003 0:00
50441,40737,5,3/17/2003 0:00
28345,54818,5,3/20/2003 0:00
20477,40540,5,3/21/2003 0:00
20477,35641,5,3/21/2003 0:00
60646,50013,5,3/21/2003 0:00
59608,56172,5,3/22/2003 0:00
68605,51604,5,3/22/2003 0:00
54890,40737,0,3/22/2003 0:00
52607,53868,4,3/23/2003 0:00
34206,44123,5,3/23/2003 0:00
66899,53252,3,3/24/2003 0:00
29920,55048,5,3/24/2003 0:00
27798,44134,5,3/24/2003 0:00
63526,49159,3,3/24/2003 0:00
72671,9727,4,3/24/2003 0:00
42586,44083,5,3/24/2003 0:00
26094,29568,3,3/24/2003 0:00
38532,40740,3,3/25/2003 0:00
56141,51887,5,3/25/2003 0:00
71671,52179,4,3/26/2003 0:00
60031,32649,2,3/26/2003 0:00
40939,26884,4,3/26/2003 0:00
58407,18687,4,3/26/2003 0:00
76663,53967,4,3/27/2003 0:00
76663,53780,3,3/27/2003 0:00
73469,32613,4,3/27/2003 0:00
61702,46091,5,3/27/2003 0:00
25812,12508,4,3/28/2003 0:00
27124,7485,5,3/28/2003 0:00
43150,40685,3,3/30/2003 0:00
58300,34194,5,3/30/2003 0:00
40939,43905,4,3/31/2003 0:00
56353,36744,5,4/1/2003 0:00
27416,35446,5,4/2/2003 0:00
2312,48275,5,4/2/2003 0:00
13155,26611,4,4/2/2003 0:00
39568,30839,5,4/3/2003 0:00
55977,23767,4,4/4/2003 0:00
74297,35635,4,4/4/2003 0:00
29956,57931,4,4/5/2003 0:00
51931,42678,3,4/6/2003 0:00
79300,57923,5,4/7/2003 0:00
65308,11459,4,4/8/2003 0:00
47334,44968,5,4/8/2003 0:00
56938,52380,5,4/8/2003 0:00
71247,11019,4,4/10/2003 0:00
52924,16457,5,4/10/2003 0:00
30789,22072,0,4/11/2003 0:00
79361,32071,4,4/11/2003 0:00
66847,53013,5,4/11/2003 0:00
71460,19780,5,4/11/2003 0:00
52268,58493,5,4/11/2003 0:00
52062,57762,4,4/14/2003 0:00
66847,44259,0,4/14/2003 0:00
52525,58520,5,4/16/2003 0:00
81885,52236,5,4/16/2003 0:00
55441,57112,5,4/16/2003 0:00
60101,15399,4,4/17/2003 0:00
82772,59406,5,4/20/2003 0:00
48763,51308,5,4/20/2003 0:00
6220,53322,5,4/21/2003 0:00
30674,53233,2,4/22/2003 0:00
79250,60870,5,4/25/2003 0:00
55862,48510,4,4/25/2003 0:00
72671,30676,4,4/25/2003 0:00
37947,58796,4,4/27/2003 0:00
65955,32621,4,4/29/2003 0:00
74297,50165,3,4/30/2003 0:00
